compania;fecha;usucrea;entidad;contrato;nocontrato;ambito;pabellon;cup
CLINICA SAN JUAN DE DIOS;15/05/2014 15:04;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:04;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 15:04;PATRICIA PINEDA (Contratacion Salud);830023202-1;COSMITET LTDA RISARALDA.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:10;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:10;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 15:11;PATRICIA PINEDA (Contratacion Salud);800826175-3;COLMENA RIESGOS PROFESIONALES.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:51;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 15:52;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 15:52;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 15:52;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 15:52;PATRICIA PINEDA (Contratacion Salud);860011153-6;POSITIVA CIA DE SEGUROS.;SIN CONTRATO;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:03;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:03;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:03;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 16:04;PATRICIA PINEDA (Contratacion Salud);800138188-1;PROTECCION S.A.;SIN CONTRATO;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:19;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:19;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 16:19;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:19;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;15/05/2014 16:19;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 16:19;PATRICIA PINEDA (Contratacion Salud);837000084-5;MALLAMAS EPS- I.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:51;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:51;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:51;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:51;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:52;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:52;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:52;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:52;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:52;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;15/05/2014 16:52;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 16:53;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;15/05/2014 16:53;PATRICIA PINEDA (Contratacion Salud);900178724-3;MEDPLUS MEDICINA PREPAGADA. S.A.;SIN CONTRATO;Urgencias;SERVICIO TEMPORAL;S12741
